handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
Z1T2,1711747800.0,1293.0,1418.0,27.0,200.0,90.0,90.0,1340652.7725426527,1340652.7725426527,258452.0339851438,258452.0339851438,0.0025917087537488497,573.6666666666666,573.6666666666666,1230.0,1344.0,1277.0,1247.0,191.0,1484.0
cmdgbb,1711747800.0,1892.0,1974.0,20.0,506.0,91.0,89.0,1363111.5823145844,1360089.1362364003,253823.56725571695,253823.56725571695,0.002151657414559676,533.2747252747253,542.8314606741573,1814.0,1993.0,1650.0,2199.0,33.0,1925.0
Sai_Nagesh,1711747800.0,1390.0,1466.0,27.0,690.0,213.0,65.0,2755672.349514109,984739.6883079491,545469.3536722622,235015.63631259187,0.005421836937532231,512.8169014084507,570.0,1225.0,1391.0,1454.0,1601.0,102.0,1492.0
ARFprince,1711747800.0,1233.0,1287.0,138.0,1145.0,1241.0,163.0,20017841.144899454,2826408.009765567,3977969.328961963,690528.550797526,0.002151657414559676,614.7840451248993,640.6196319018405,1302.0,1282.0,1102.0,1367.0,-19.0,1214.0
vishav_mehra,1711747800.0,1829.0,1910.0,33.0,220.0,112.0,112.0,1224491.8444696239,1224491.8444696239,197013.673167073,197013.673167073,0.002151657414559676,438.85714285714283,438.85714285714283,2210.0,1702.0,1519.0,1688.0,-131.0,1698.0
Gerchart,1711747800.0,1352.0,1416.0,18.0,808.0,113.0,19.0,2417970.315819197,290900.22813403176,465539.15312062413,77699.37942885597,0.0032052599164108073,710.8318584070796,569.0526315789474,1160.0,1587.0,1356.0,1438.0,276.0,1628.0
Aridaman8,1711747800.0,1211.0,1323.0,81.0,830.0,504.0,105.0,8225411.273854967,1812821.004617627,1581174.886869534,413677.4321226261,0.002386261088503789,623.3253968253969,643.2857142857143,1073.0,1227.0,1345.0,995.0,-13.0,1198.0
MOHIR_MBSTU,1711747800.0,1416.0,1592.0,289.0,1778.0,1402.0,209.0,18375272.68527154,3290152.225765365,3625436.2726983186,651745.6252930651,0.0025917087537488497,507.1098430813124,572.5167464114833,1386.0,1381.0,1459.0,1558.0,30.0,1446.0
sanmai_reddy123,1711747800.0,1527.0,1650.0,47.0,834.0,794.0,195.0,10357574.524940044,4074110.9684859095,2288707.4511843473,1260983.5544747275,0.002151657414559676,500.0780856423174,712.4871794871794,1779.0,1128.0,1479.0,1370.0,172.0,1699.0
Dorost,1711747800.0,2313.0,2602.0,219.0,1668.0,639.0,48.0,8101580.641647594,1279139.2722824733,1696080.039168258,278141.82472209714,0.002263904014822803,477.61032863849766,853.6666666666666,2139.0,2434.0,2119.0,2451.0,-1.0,2312.0
gourabh0911,1711747800.0,1320.0,1459.0,26.0,267.0,278.0,267.0,6137126.168785759,6007460.007652981,1892928.6197391774,1876959.8221529003,0.002151657414559676,751.2230215827338,761.6479400749064,1341.0,1232.0,1361.0,1201.0,219.0,1539.0
otoshigo,1711747800.0,2042.0,2174.0,65.0,931.0,204.0,53.0,2401169.8440573504,728282.5117691669,484928.0589996126,175585.4796778231,0.0032052599164108073,466.3333333333333,518.377358490566,2033.0,2156.0,2017.0,2191.0,94.0,2136.0
Deepesh_Tiwari,1711747800.0,1219.0,1298.0,64.0,868.0,388.0,210.0,6309256.559894008,3962974.4432377634,1164280.305692579,817156.8417968919,0.1489548951166772,624.2989690721649,695.7619047619048,1168.0,1161.0,1150.0,1457.0,-34.0,1185.0
yashk6767,1711747800.0,1424.0,1424.0,16.0,500.0,78.0,72.0,1037424.1941583112,1018458.7643907061,192647.4698111231,192647.4698111231,0.002151657414559676,508.05128205128204,532.9444444444445,1436.0,1645.0,1648.0,1340.0,-9.0,1415.0
utsavgupta8770,1711747800.0,1428.0,1479.0,55.0,722.0,409.0,13.0,4936790.2716649845,139271.30004229568,902270.6030820534,12844.069576748523,0.0038091161436245385,484.46943765281173,464.3076923076923,1365.0,1359.0,1503.0,1501.0,48.0,1476.0
Misha100896,1711747800.0,2059.0,2176.0,226.0,4449.0,1165.0,58.0,11072107.064055413,540184.0288655531,1476306.4630784402,77046.3155295233,0.002151657414559676,407.9527896995708,394.44827586206895,2101.0,2426.0,1843.0,1844.0,-210.0,1849.0
ansh_it_is,1711747800.0,1354.0,1366.0,35.0,296.0,523.0,520.0,8510866.332870658,8499291.255160335,1876603.985999958,1876603.985999958,0.013662172973388823,610.8183556405354,612.9230769230769,1468.0,1253.0,1394.0,1228.0,31.0,1385.0
sandeep_680,1711747800.0,1250.0,1251.0,66.0,563.0,455.0,80.0,4706028.164734015,880854.5489516885,301744.70489157387,77682.57957651798,0.0025917087537488497,464.0659340659341,482.5,1247.0,1434.0,1334.0,1166.0,121.0,1371.0
akshay_2902,1711747800.0,1601.0,1620.0,71.0,829.0,853.0,270.0,10935041.900776485,4729725.809703432,1822979.3040165694,1027450.8307443715,0.009309680944792325,513.4196951934349,647.5185185185185,1553.0,1617.0,1608.0,1782.0,49.0,1650.0
llliill,1711747800.0,1342.0,1544.0,39.0,640.0,256.0,177.0,4654701.115326836,3422571.5599392517,1114666.3152071454,859640.2524443661,0.002263904014822803,652.921875,687.3785310734463,1138.0,1497.0,1471.0,1012.0,115.0,1457.0
aman584,1711747800.0,1204.0,1204.0,52.0,888.0,396.0,51.0,5531805.889699391,1031445.8764564114,832191.5544550942,272812.8782753119,0.0024516358635026984,559.6363636363636,719.5294117647059,1339.0,1615.0,1349.0,899.0,-157.0,1047.0
joso,1711747800.0,1206.0,1206.0,17.0,216.0,166.0,166.0,2123200.758453194,2123200.758453194,259517.730166914,259517.730166914,0.0022065917115393877,532.5542168674699,532.5542168674699,1533.0,1223.0,1247.0,979.0,-96.0,1110.0
HetanshiShah,1711747800.0,1369.0,1369.0,37.0,487.0,503.0,412.0,5811725.31457747,5313626.8563637305,861561.3035133728,845844.8717901651,0.005421836937532231,483.0874751491054,523.4757281553398,1522.0,1369.0,1418.0,1361.0,33.0,1402.0
Aniket19o7,1711747800.0,1332.0,1478.0,53.0,561.0,1315.0,564.0,37619949.00578105,18209771.08462974,8986290.34172829,4678576.832932866,0.013662172973388823,891.041825095057,975.0921985815603,1188.0,1608.0,1337.0,1566.0,220.0,1552.0
Noureldein,1711747800.0,1227.0,1352.0,35.0,681.0,496.0,221.0,9222860.118283229,4312863.328393499,2089946.9342501843,986044.2308676058,0.005421836937532231,671.7903225806451,694.7194570135747,852.0,1745.0,1455.0,1008.0,104.0,1331.0
amisha,1711747800.0,1339.0,1572.0,30.0,293.0,276.0,221.0,4058872.7143010087,3474645.667205285,890533.9576017517,821590.8698926627,0.005421836937532231,563.8985507246376,589.5067873303168,1195.0,1486.0,1564.0,1041.0,329.0,1668.0
IcarusII,1711747800.0,1677.0,1679.0,32.0,971.0,568.0,258.0,9555353.682129443,5002306.375288459,2459391.476021365,1275230.6371914982,0.002151657414559676,610.1478873239437,689.6666666666666,1671.0,2066.0,1409.0,1405.0,-28.0,1649.0
_Kushagra__,1711747800.0,1678.0,1771.0,74.0,764.0,373.0,147.0,6429653.002274752,2491150.408560327,1597630.9861437103,657975.0965611995,0.0726012066199879,617.710455764075,609.0748299319728,1537.0,1788.0,1914.0,1574.0,82.0,1760.0
k1ngash,1711747800.0,1924.0,1936.0,152.0,1189.0,919.0,167.0,9980631.04009766,3023429.29215561,1537226.1526046183,799991.1961921416,0.005421836937532231,445.0968443960827,648.4550898203593,1897.0,1924.0,2413.0,1780.0,75.0,1999.0
black_eye2103,1711747800.0,1345.0,1407.0,14.0,358.0,61.0,47.0,674730.1737334875,490879.50914903503,94878.79246378521,67017.36687219782,0.002151657414559676,469.75409836065575,450.74468085106383,1159.0,1743.0,1490.0,1047.0,160.0,1505.0
giaminh8368,1711747800.0,1735.0,1735.0,24.0,1156.0,79.0,38.0,1215091.0147131502,476383.2573594623,241883.8985747297,88938.70505936728,0.003007032652029301,561.2025316455696,501.8421052631579,2200.0,1718.0,1813.0,1465.0,184.0,1919.0
shviv1,1711747800.0,1235.0,1265.0,46.0,426.0,291.0,132.0,3785489.436602844,1895426.658951737,574227.1680491905,355988.8430964731,0.013662172973388823,531.6666666666666,566.5151515151515,1427.0,961.0,1295.0,1202.0,-40.0,1195.0
rijulbarot,1711747800.0,1339.0,1339.0,29.0,446.0,112.0,89.0,1216125.2460950701,990706.4575357508,180913.54744295255,155900.67606817765,0.02881180794068235,461.89285714285717,468.86516853932585,1654.0,1279.0,1249.0,1059.0,-2.0,1337.0
Manoj_Dhundhalva,1712502148.0,1241.0,1262.0,52.0,555.0,844.0,260.0,9316822.044040212,4800622.650787767,1026308.3244100022,930340.2566077576,0.0025200511757028582,477.7203791469194,681.3076923076923,1325.0,1336.0,1127.0,1046.0,48.0,1289.0
Remember_Why_You_Started,1712502148.0,1284.0,1436.0,17.0,486.0,97.0,32.0,2042336.594848202,547575.8227673759,420049.2601077227,88155.83398002909,0.0023237409773070945,714.9690721649484,619.125,1335.0,1357.0,1237.0,1141.0,194.0,1478.0
dibyxnshu,1712502148.0,1442.0,1505.0,81.0,654.0,541.0,261.0,5927995.078689173,3742795.8345309026,1051797.418005069,813203.4172177033,0.005421836937532231,451.7153419593346,548.8045977011494,1646.0,1251.0,1238.0,1480.0,42.0,1484.0
Iceberg,1712502148.0,1602.0,1916.0,131.0,2016.0,551.0,43.0,10529157.866137587,832134.4311583603,2257591.7370685907,160736.4449334445,0.002263904014822803,658.2540834845735,665.4418604651163,1725.0,1342.0,1505.0,1452.0,172.0,1774.0
Raw_sun,1712502148.0,1232.0,1375.0,64.0,943.0,292.0,12.0,4937474.814466668,200710.51874063612,1079275.170023588,47126.52328427402,0.0033126932999996885,636.1506849315068,626.3333333333334,1370.0,991.0,1200.0,1118.0,-80.0,1152.0
zhuyc,1712502148.0,1482.0,1499.0,55.0,454.0,650.0,428.0,13620365.827041386,11052634.100995667,4261087.022985887,3893873.6404003366,0.0025917087537488497,711.5384615384615,834.1214953271028,1602.0,1538.0,1275.0,1506.0,140.0,1622.0
go_mu,1712502148.0,1411.0,1467.0,61.0,584.0,578.0,169.0,9758683.879225818,3651872.0311150653,2162412.5262548556,1140640.7134049207,0.0023237409773070945,603.1868512110726,713.8520710059172,1597.0,1142.0,1400.0,1295.0,126.0,1537.0
lahuyhoang,1712502148.0,1392.0,1522.0,31.0,975.0,83.0,57.0,934224.5806724489,702735.1747727076,123519.24745076476,100358.27081849665,0.0025917087537488497,457.3975903614458,490.4561403508772,1353.0,1459.0,2077.0,1016.0,66.0,1458.0
pandey2029,1712502148.0,1204.0,1204.0,10.0,854.0,459.0,29.0,7361563.673323485,461201.84309476416,1323713.2642554957,93224.62693368802,0.0022065917115393877,618.2222222222222,609.7931034482758,1306.0,1344.0,956.0,1338.0,51.0,1255.0
qzhfx,1712502148.0,1656.0,1706.0,32.0,405.0,226.0,132.0,5062808.681856441,3636265.455314375,837848.3349672598,636786.8563063941,0.004443215873117765,720.9911504424779,847.030303030303,1737.0,1671.0,1489.0,1771.0,113.0,1769.0
remiriya,1712502148.0,1416.0,1454.0,26.0,318.0,120.0,113.0,1463230.8624025686,1440730.6453099982,303968.11795345636,303968.11795345636,0.002745647223584333,480.6666666666667,497.27433628318585,1590.0,1286.0,1424.0,1110.0,175.0,1591.0
-Anuj_Kumar-,1712502148.0,1297.0,1307.0,51.0,486.0,623.0,296.0,12888648.723894523,6504341.062517775,3486798.672858128,1828956.3709343565,0.0025200511757028582,724.1878009630818,754.3513513513514,1318.0,1293.0,1235.0,1508.0,55.0,1352.0
MrMoon,1712502148.0,1688.0,1819.0,40.0,1974.0,339.0,0.0,3494145.269968364,0.0,574729.5558212571,0.0,0.0038091161436245385,414.3598820058997,0.0,1736.0,1606.0,1613.0,1427.0,-460.0,1228.0
hzhalvyra747,1712502148.0,1287.0,1397.0,17.0,196.0,61.0,61.0,1056579.4287631165,1056579.4287631165,225922.57169882333,225922.57169882333,0.0023237409773070945,627.7540983606557,627.7540983606557,987.0,1357.0,1424.0,1403.0,175.0,1462.0
tonystark2022003,1712502148.0,1317.0,1517.0,29.0,783.0,386.0,75.0,6648541.8429732425,1234259.6709295078,1589609.4716000573,302427.0157819301,0.0023237409773070945,624.7098445595855,612.3333333333334,1038.0,1380.0,1408.0,1247.0,278.0,1595.0
shivansh_1720,1712502148.0,1280.0,1280.0,22.0,468.0,53.0,49.0,523117.49152493774,486624.8621321412,54593.923597766014,51105.80089350231,0.0023237409773070945,442.64150943396226,444.48979591836735,1535.0,1324.0,864.0,1473.0,59.0,1339.0
DragosCB,1712502148.0,1762.0,1844.0,30.0,1173.0,1113.0,292.0,18448295.897304066,5479797.596961738,4082243.9512587828,1513286.357601749,0.002151657414559676,611.3153638814016,655.8082191780821,1942.0,2140.0,1508.0,1593.0,-73.0,1689.0
pramod_17,1712502148.0,1269.0,1269.0,19.0,240.0,252.0,252.0,2315652.690154571,2315652.690154571,249653.329037647,249653.329037647,0.013662172973388823,420.6825396825397,420.6825396825397,1542.0,1310.0,1110.0,1307.0,268.0,1537.0
uf982,1712502148.0,1488.0,1488.0,69.0,848.0,422.0,179.0,4522530.940767139,2613308.965363366,873854.4317550529,555695.5890672122,0.0022065917115393877,432.8530805687204,555.0167597765363,1575.0,1498.0,1491.0,1611.0,-193.0,1295.0
Moataz_Muhammed,1712502148.0,1616.0,1616.0,60.0,551.0,591.0,351.0,8120710.02958468,6214388.920535288,1647766.9854927429,1476468.2031136886,0.009309680944792325,529.0084602368867,640.6951566951567,1772.0,1519.0,1627.0,1563.0,-47.0,1569.0
khan_12321,1712502148.0,1433.0,1534.0,18.0,404.0,65.0,60.0,916359.7555569415,847267.7671725479,192892.8275589851,185252.12465737105,0.0025917087537488497,543.9230769230769,542.0,1130.0,1681.0,1671.0,1240.0,-127.0,1306.0
jh01533,1712502148.0,2026.0,2071.0,52.0,586.0,83.0,67.0,775914.4013876882,684088.7011499198,120868.43936577387,110077.83672540127,0.0023237409773070945,398.09638554216866,426.23880597014926,1930.0,2019.0,2152.0,2056.0,81.0,2107.0
Yousef_Badr,1712502148.0,1412.0,1534.0,85.0,635.0,676.0,228.0,9615340.929930624,4104624.9678825443,2101700.7040840075,1026190.3801569109,0.0022065917115393877,535.7810650887574,638.0,1400.0,1266.0,1406.0,1636.0,180.0,1592.0
phoenix_vasu,1712502148.0,1518.0,1518.0,36.0,387.0,372.0,348.0,4131555.181789253,4089752.4884071397,687522.325452019,687522.325452019,0.002263904014822803,452.6989247311828,475.1034482758621,1683.0,1445.0,1511.0,1443.0,-12.0,1506.0
Glass._.of._.water,1712502148.0,1202.0,1296.0,25.0,807.0,171.0,60.0,2484293.3686107267,1249060.0822442733,416099.3003711708,304828.69768822705,0.002263904014822803,574.0233918128655,734.6666666666666,920.0,1599.0,1153.0,1455.0,127.0,1329.0
dexter_24,1712502148.0,1261.0,1261.0,31.0,574.0,267.0,100.0,2764160.7335567414,1219654.6815322186,272333.2637129735,173253.51786726422,0.0024516358635026984,457.72659176029964,505.0,1345.0,1509.0,1144.0,996.0,-84.0,1177.0
emhadzi,1712502148.0,1784.0,1919.0,51.0,1356.0,733.0,68.0,10900965.507043663,876605.7557364022,2260087.6520324503,174795.9329685296,0.00282842712474619,561.5661664392906,502.7647058823529,1733.0,2065.0,1635.0,1505.0,-82.0,1702.0
tempuser1231231234,1712502148.0,1249.0,1381.0,14.0,260.0,30.0,29.0,458954.24557266175,452378.26268034824,84753.44172251335,84753.44172251335,0.002666827866467448,577.6666666666666,585.4827586206897,853.0,2023.0,2214.0,527.0,27.0,1276.0
prateekag,1712502148.0,1544.0,1551.0,38.0,571.0,288.0,53.0,3370939.423322039,773226.0725787132,567508.1364928852,143631.9394655547,0.0024516358635026984,469.19444444444446,565.433962264151,1523.0,1584.0,1687.0,1410.0,30.0,1574.0
sim178,1712502148.0,1246.0,1275.0,29.0,467.0,128.0,85.0,1781440.450033007,1277078.2834135534,288276.7195323159,244137.59620246605,0.0024516358635026984,558.6875,585.7647058823529,1249.0,1227.0,1179.0,1347.0,140.0,1386.0
Rza1,1712502148.0,1315.0,1368.0,20.0,527.0,79.0,77.0,886691.4719203904,877068.7644011939,122461.4915968422,122461.4915968422,0.0023237409773070945,477.40506329113924,482.4025974025974,1156.0,1398.0,1328.0,1623.0,131.0,1446.0
samnever,1712502148.0,1846.0,2231.0,63.0,1533.0,558.0,84.0,17469457.364342142,3149034.6908813347,2551521.4634179273,400600.55057983106,0.002386261088503789,922.8172043010753,1062.3333333333333,1672.0,1763.0,1741.0,1391.0,168.0,2014.0
aadiac01,1712502148.0,1429.0,1637.0,104.0,1194.0,410.0,142.0,4696121.242524416,2038195.7181034402,796897.9411876337,395354.85630224564,0.003426265279292768,459.780487804878,536.4929577464789,1549.0,894.0,1806.0,1341.0,-18.0,1411.0
CCSU_YZT,1712502148.0,1481.0,1640.0,20.0,369.0,989.0,523.0,17162481.67331981,10208500.24331046,3913207.224707392,2336504.8258185256,0.0023237409773070945,608.8887765419615,658.7705544933078,1676.0,1350.0,1306.0,1245.0,-48.0,1433.0
SAGAR_2012,1712502148.0,1273.0,1282.0,13.0,758.0,32.0,24.0,330792.5059220258,283487.00822884,46026.85414262431,46026.85414262431,0.0024516358635026984,452.0,493.6666666666667,1246.0,1531.0,1700.0,1428.0,-11.0,1262.0
k1suxu,1712502148.0,1999.0,1999.0,28.0,919.0,187.0,83.0,1885656.3606711323,1098404.6971625458,338996.84474880586,248049.7352062092,0.002263904014822803,410.62566844919786,504.6144578313253,2119.0,2217.0,2491.0,1640.0,64.0,2063.0
Fastlaner,1712502148.0,1237.0,1492.0,34.0,932.0,86.0,15.0,1499820.1353507063,233371.98905640008,296014.7723107584,50555.727805377945,0.002263904014822803,633.9302325581396,596.3333333333334,1510.0,882.0,1411.0,1520.0,146.0,1383.0
boolean_byte,1712502148.0,1587.0,1671.0,31.0,855.0,303.0,146.0,1454384.7533231508,1104621.84148565,120524.27838573464,112931.4695590395,0.0023237409773070945,222.9009900990099,330.1232876712329,1335.0,2070.0,1742.0,1572.0,-10.0,1577.0
mitul_sudani_188,1712502148.0,1244.0,1260.0,23.0,438.0,287.0,151.0,4510178.592980789,3182671.7331414334,926605.0885913022,859268.2329888272,0.002151657414559676,600.9477351916377,738.1192052980133,1196.0,1509.0,1492.0,907.0,53.0,1297.0
jainprashuk5012258,1712502148.0,1263.0,1263.0,28.0,553.0,188.0,56.0,1942866.787561395,601013.9156800344,161252.3034995574,61600.96030348563,0.0025917087537488497,461.468085106383,470.92857142857144,1485.0,1408.0,1266.0,1141.0,42.0,1305.0
Artistic_Conjurer,1712502148.0,1624.0,1709.0,33.0,432.0,324.0,230.0,5358364.14314742,4272367.865905385,1267531.5406160948,1093530.011874263,0.0025200511757028582,606.8641975308642,662.0869565217391,1369.0,1799.0,1655.0,1768.0,50.0,1674.0
Uoyue,1712502148.0,1370.0,1448.0,47.0,475.0,191.0,145.0,2261846.886059846,1974384.376253783,426764.72350609425,412047.3763991629,0.0023237409773070945,479.73821989528795,529.3103448275862,1667.0,1367.0,1002.0,1129.0,155.0,1525.0
Brat2548,1712502148.0,1215.0,1289.0,19.0,212.0,123.0,123.0,1406869.2819763485,1406869.2819763485,148293.01909887383,148293.01909887383,0.0023237409773070945,493.9430894308943,493.9430894308943,999.0,1500.0,1138.0,1101.0,-58.0,1157.0
avengers2405,1712502148.0,1345.0,1390.0,31.0,276.0,106.0,106.0,1305301.677487372,1305301.677487372,169376.95869740195,169376.95869740195,0.0023237409773070945,503.1132075471698,503.1132075471698,1210.0,1459.0,1313.0,1670.0,155.0,1500.0
pransverse,1712502148.0,1459.0,1459.0,17.0,453.0,114.0,97.0,1682773.8667219474,1402910.1716234214,391930.7636696444,308121.45001314575,0.002745647223584333,556.7894736842105,551.3092783505155,1552.0,1524.0,1546.0,1241.0,93.0,1552.0
Divyankar,1712502148.0,1216.0,1237.0,49.0,837.0,409.0,124.0,6620281.042240575,2203533.2329753195,1338681.6918254464,507238.5239160558,0.002263904014822803,614.317848410758,658.1935483870968,1246.0,1269.0,1029.0,1345.0,-57.0,1159.0
syxy1107,1712502148.0,1652.0,1657.0,26.0,317.0,228.0,228.0,3402796.8783011404,3402796.8783011404,779693.501842384,779693.501842384,0.013662172973388823,558.5263157894736,558.5263157894736,1637.0,1996.0,1751.0,1403.0,-63.0,1589.0
chai.pi,1712502148.0,1292.0,1355.0,27.0,457.0,72.0,52.0,852151.1383403875,682212.4039389545,121391.31094288614,103879.42946283765,0.0024516358635026984,489.94444444444446,525.3076923076923,1103.0,1601.0,1174.0,1321.0,126.0,1418.0
Kustov_Vadim_533,1712502148.0,2030.0,2030.0,66.0,1390.0,309.0,134.0,3414455.8300533053,1866486.922704462,492496.3230598832,337000.2096760297,0.002263904014822803,460.93851132686086,543.1343283582089,2207.0,2361.0,2129.0,1754.0,-293.0,1737.0
monubhargav,1712502148.0,1242.0,1290.0,33.0,386.0,129.0,129.0,2125934.585559335,2125934.585559335,460344.1300093647,460344.1300093647,0.002151657414559676,619.2403100775193,619.2403100775193,1347.0,1327.0,798.0,1407.0,197.0,1439.0
Gamanaram_Choudhary,1712502148.0,1281.0,1281.0,14.0,389.0,230.0,201.0,4185794.6669106944,3854215.554147011,964055.1626374435,943150.1484767292,0.009309680944792325,668.1304347826087,692.6318407960199,1344.0,1422.0,1065.0,1184.0,32.0,1313.0
ayma_NAY,1712502148.0,1209.0,1209.0,26.0,549.0,80.0,4.0,973316.3714251012,76894.05843607374,84611.18495421609,19955.850931343917,0.0024516358635026984,513.5,691.0,1278.0,1240.0,1204.0,1279.0,37.0,1246.0
wallcrack,1712502148.0,1491.0,1491.0,15.0,1121.0,113.0,61.0,2704249.1374518224,1260246.7015351236,309277.87292370386,199173.3506275738,0.002263904014822803,736.433628318584,669.655737704918,1578.0,1588.0,1552.0,1484.0,-72.0,1419.0
howareyou1,1712502148.0,2187.0,2187.0,38.0,916.0,51.0,22.0,398654.0101962952,242407.89709624782,65655.36282745235,51999.726391228796,0.004268984766599014,334.5686274509804,431.1818181818182,2538.0,2082.0,2093.0,2192.0,-159.0,2028.0
Etsham,1712502148.0,1204.0,1204.0,11.0,337.0,86.0,86.0,1499577.8535936954,1499577.8535936954,316166.083733217,316166.083733217,0.005421836937532231,647.1627906976744,647.1627906976744,1312.0,1192.0,1157.0,1305.0,47.0,1251.0
